Date,S&P 500,NASDAQ,Dow Jones
2009-10-01 00:00:00-04:00,1036.18994140625,2045.1099853515625,9712.73046875
2009-11-01 00:00:00-04:00,1095.6300048828125,2144.60009765625,10344.83984375
2009-12-01 00:00:00-05:00,1115.0999755859375,2269.14990234375,10428.0498046875
2010-01-01 00:00:00-05:00,1073.8699951171875,2147.35009765625,10067.330078125
2010-02-01 00:00:00-05:00,1104.489990234375,2238.260009765625,10325.259765625
2010-03-01 00:00:00-05:00,1169.4300537109375,2397.9599609375,10856.6298828125
2010-04-01 00:00:00-04:00,1186.68994140625,2461.18994140625,11008.6103515625
2010-05-01 00:00:00-04:00,1089.4100341796875,2257.0400390625,10136.6298828125
2010-06-01 00:00:00-04:00,1030.7099609375,2109.239990234375,9774.01953125
2010-07-01 00:00:00-04:00,1101.5999755859375,2254.699951171875,10465.9404296875
2010-08-01 00:00:00-04:00,1049.3299560546875,2114.030029296875,10014.7197265625
2010-09-01 00:00:00-04:00,1141.199951171875,2368.6201171875,10788.0498046875
2010-10-01 00:00:00-04:00,1183.260009765625,2507.409912109375,11118.490234375
2010-11-01 00:00:00-04:00,1180.550048828125,2498.22998046875,11006.01953125
2010-12-01 00:00:00-05:00,1257.6400146484375,2652.8701171875,11577.509765625
2011-01-01 00:00:00-05:00,1286.1199951171875,2700.080078125,11891.9296875
2011-02-01 00:00:00-05:00,1327.219970703125,2782.27001953125,12226.33984375
2011-03-01 00:00:00-05:00,1325.8299560546875,2781.070068359375,12319.73046875
2011-04-01 00:00:00-04:00,1363.6099853515625,2873.5400390625,12810.5400390625
2011-05-01 00:00:00-04:00,1345.199951171875,2835.300048828125,12569.7900390625
2011-06-01 00:00:00-04:00,1320.6400146484375,2773.52001953125,12414.33984375
2011-07-01 00:00:00-04:00,1292.280029296875,2756.3798828125,12143.240234375
2011-08-01 00:00:00-04:00,1218.8900146484375,2579.4599609375,11613.5302734375
2011-09-01 00:00:00-04:00,1131.4200439453125,2415.39990234375,10913.3798828125
2011-10-01 00:00:00-04:00,1253.300048828125,2684.409912109375,11955.009765625
2011-11-01 00:00:00-04:00,1246.9599609375,2620.340087890625,12045.6796875
2011-12-01 00:00:00-05:00,1257.5999755859375,2605.14990234375,12217.5595703125
2012-01-01 00:00:00-05:00,1312.4100341796875,2813.840087890625,12632.91015625
2012-02-01 00:00:00-05:00,1365.6800537109375,2966.889892578125,12952.0703125
2012-03-01 00:00:00-05:00,1408.469970703125,3091.570068359375,13212.0400390625
2012-04-01 00:00:00-04:00,1397.9100341796875,3046.360107421875,13213.6298828125
2012-05-01 00:00:00-04:00,1310.3299560546875,2827.340087890625,12393.4501953125
2012-06-01 00:00:00-04:00,1362.1600341796875,2935.050048828125,12880.08984375
2012-07-01 00:00:00-04:00,1379.3199462890625,2939.52001953125,13008.6796875
2012-08-01 00:00:00-04:00,1406.5799560546875,3066.9599609375,13090.83984375
2012-09-01 00:00:00-04:00,1440.6700439453125,3116.22998046875,13437.1298828125
2012-10-01 00:00:00-04:00,1412.1600341796875,2977.22998046875,13096.4599609375
2012-11-01 00:00:00-04:00,1416.1800537109375,3010.239990234375,13025.580078125
2012-12-01 00:00:00-05:00,1426.18994140625,3019.510009765625,13104.1396484375
2013-01-01 00:00:00-05:00,1498.1099853515625,3142.1298828125,13860.580078125
2013-02-01 00:00:00-05:00,1514.6800537109375,3160.18994140625,14054.490234375
2013-03-01 00:00:00-05:00,1569.18994140625,3267.52001953125,14578.5400390625
2013-04-01 00:00:00-04:00,1597.5699462890625,3328.7900390625,14839.7998046875
2013-05-01 00:00:00-04:00,1630.739990234375,3455.909912109375,15115.5703125
2013-06-01 00:00:00-04:00,1606.280029296875,3403.25,14909.599609375
2013-07-01 00:00:00-04:00,1685.72998046875,3626.3701171875,15499.5400390625
2013-08-01 00:00:00-04:00,1632.969970703125,3589.8701171875,14810.3095703125
2013-09-01 00:00:00-04:00,1681.550048828125,3771.47998046875,15129.669921875
2013-10-01 00:00:00-04:00,1756.5400390625,3919.7099609375,15545.75
2013-11-01 00:00:00-04:00,1805.81005859375,4059.889892578125,16086.41015625
2013-12-01 00:00:00-05:00,1848.3599853515625,4176.58984375,16576.66015625
2014-01-01 00:00:00-05:00,1782.5899658203125,4103.8798828125,15698.849609375
2014-02-01 00:00:00-05:00,1859.449951171875,4308.1201171875,16321.7099609375
2014-03-01 00:00:00-05:00,1872.3399658203125,4198.990234375,16457.66015625
2014-04-01 00:00:00-04:00,1883.949951171875,4114.56005859375,16580.83984375
2014-05-01 00:00:00-04:00,1923.5699462890625,4242.6201171875,16717.169921875
2014-06-01 00:00:00-04:00,1960.22998046875,4408.18017578125,16826.599609375
2014-07-01 00:00:00-04:00,1930.6700439453125,4369.77001953125,16563.30078125
2014-08-01 00:00:00-04:00,2003.3699951171875,4580.27001953125,17098.44921875
2014-09-01 00:00:00-04:00,1972.2900390625,4493.39013671875,17042.900390625
2014-10-01 00:00:00-04:00,2018.050048828125,4630.740234375,17390.51953125
2014-11-01 00:00:00-04:00,2067.56005859375,4791.6298828125,17828.240234375
2014-12-01 00:00:00-05:00,2058.89990234375,4736.0498046875,17823.0703125
2015-01-01 00:00:00-05:00,1994.989990234375,4635.240234375,17164.94921875
2015-02-01 00:00:00-05:00,2104.5,4963.52978515625,18132.69921875
2015-03-01 00:00:00-05:00,2067.889892578125,4900.8798828125,17776.119140625
2015-04-01 00:00:00-04:00,2085.510009765625,4941.419921875,17840.51953125
2015-05-01 00:00:00-04:00,2107.389892578125,5070.02978515625,18010.6796875
2015-06-01 00:00:00-04:00,2063.110107421875,4986.8701171875,17619.509765625
2015-07-01 00:00:00-04:00,2103.840087890625,5128.27978515625,17689.859375
2015-08-01 00:00:00-04:00,1972.1800537109375,4776.509765625,16528.029296875
2015-09-01 00:00:00-04:00,1920.030029296875,4620.16015625,16284.7001953125
2015-10-01 00:00:00-04:00,2079.360107421875,5053.75,17663.5390625
2015-11-01 00:00:00-04:00,2080.409912109375,5108.669921875,17719.919921875
2015-12-01 00:00:00-05:00,2043.93994140625,5007.41015625,17425.029296875
2016-01-01 00:00:00-05:00,1940.239990234375,4613.9501953125,16466.30078125
2016-02-01 00:00:00-05:00,1932.22998046875,4557.9501953125,16516.5
2016-03-01 00:00:00-05:00,2059.739990234375,4869.85009765625,17685.08984375
2016-04-01 00:00:00-04:00,2065.300048828125,4775.35986328125,17773.640625
2016-05-01 00:00:00-04:00,2096.949951171875,4948.0498046875,17787.19921875
2016-06-01 00:00:00-04:00,2098.860107421875,4842.669921875,17929.990234375
2016-07-01 00:00:00-04:00,2173.60009765625,5162.1298828125,18432.240234375
2016-08-01 00:00:00-04:00,2170.949951171875,5213.22021484375,18400.880859375
2016-09-01 00:00:00-04:00,2168.27001953125,5312.0,18308.150390625
2016-10-01 00:00:00-04:00,2126.14990234375,5189.14013671875,18142.419921875
2016-11-01 00:00:00-04:00,2198.81005859375,5323.68017578125,19123.580078125
2016-12-01 00:00:00-05:00,2238.830078125,5383.1201171875,19762.599609375
2017-01-01 00:00:00-05:00,2278.8701171875,5614.7900390625,19864.08984375
2017-02-01 00:00:00-05:00,2363.639892578125,5825.43994140625,20812.240234375
2017-03-01 00:00:00-05:00,2362.719970703125,5911.740234375,20663.220703125
2017-04-01 00:00:00-04:00,2384.199951171875,6047.60986328125,20940.509765625
2017-05-01 00:00:00-04:00,2411.800048828125,6198.52001953125,21008.650390625
2017-06-01 00:00:00-04:00,2423.409912109375,6140.419921875,21349.630859375
2017-07-01 00:00:00-04:00,2470.300048828125,6348.1201171875,21891.119140625
2017-08-01 00:00:00-04:00,2471.64990234375,6428.66015625,21948.099609375
2017-09-01 00:00:00-04:00,2519.360107421875,6495.9599609375,22405.08984375
2017-10-01 00:00:00-04:00,2575.260009765625,6727.669921875,23377.240234375
2017-11-01 00:00:00-04:00,2647.580078125,6873.97021484375,24272.349609375
2017-12-01 00:00:00-05:00,2673.610107421875,6903.39013671875,24719.220703125
2018-01-01 00:00:00-05:00,2823.81005859375,7411.47998046875,26149.390625
2018-02-01 00:00:00-05:00,2713.830078125,7273.009765625,25029.19921875
2018-03-01 00:00:00-05:00,2640.8701171875,7063.4501953125,24103.109375
2018-04-01 00:00:00-04:00,2648.050048828125,7066.27001953125,24163.150390625
2018-05-01 00:00:00-04:00,2705.27001953125,7442.1201171875,24415.83984375
2018-06-01 00:00:00-04:00,2718.3701171875,7510.2998046875,24271.41015625
2018-07-01 00:00:00-04:00,2816.2900390625,7671.7900390625,25415.189453125
2018-08-01 00:00:00-04:00,2901.52001953125,8109.5400390625,25964.8203125
2018-09-01 00:00:00-04:00,2913.97998046875,8046.35009765625,26458.310546875
2018-10-01 00:00:00-04:00,2711.739990234375,7305.89990234375,25115.759765625
2018-11-01 00:00:00-04:00,2760.169921875,7330.5400390625,25538.4609375
