,ACWI IMI,ACWI,World,Emerging Markets,Europe,North America,S&P 500,NASDAQ,Dow Jones,70/30
2009-07,168.98024355585432,266.142,1044.753,844.024,1265.138,1056.207,549.729974740559,709.9030905424858,280.6748014998544,392.3773468989208
2009-08,175.0699038916986,275.096,1085.599,839.46,1341.544,1085.744,568.1790165195522,720.8683066369324,290.610533872056,402.47917893440973
2009-09,183.12298501077206,287.232,1126.985,914.045,1402.67,1129.282,588.4762719593022,761.5428162587838,297.22068790172875,423.947638773601
2009-10,179.74926276223505,282.588,1106.17,914.259,1385.573,1102.725,576.8468035628248,733.8033354057983,297.2344650330207,418.49630540492694
2009-11,186.50078180308748,293.667,1149.007,953.128,1421.773,1167.005,609.9370790517889,769.5012571664842,316.57863323834533,435.17845616075857
2009-12,190.77981674739357,299.435,1168.468,989.469,1442.124,1190.235,620.7760091714129,814.1908155562336,319.12507147260425,445.3157234170599
2010-01,182.84184149006063,286.327,1119.537,933.59,1356.247,1143.027,597.823284488447,770.4879811993331,308.0861226109397,424.71744083545957
2010-02,185.06475978017835,289.497,1133.348,935.929,1326.549,1178.418,614.8694317271355,803.1072521457022,315.9794326257561,428.7042887511868
2010-03,196.84452050259495,307.404,1200.53,1010.334,1408.542,1249.49,651.0215564898823,860.4089902788322,332.2407211506385,456.717453153733
2010-04,197.70246662693984,307.348,1198.564,1020.033,1364.888,1267.923,660.6301336908753,883.0964598515928,336.8917133170244,457.50922386244326
2010-05,178.28166302504314,277.173,1079.801,926.404,1188.129,1164.573,606.4744221826413,809.8456907801879,310.2068743850629,413.17728031693724
2010-06,172.33766762927763,268.247,1041.323,917.985,1177.025,1100.946,573.7960991594457,756.8137416038339,299.11006754903565,401.7445042666195
2010-07,186.05232732847446,289.751,1124.826,991.41,1312.821,1176.596,613.2605609539465,809.0060467944937,320.28462178524575,433.93549809611693
2010-08,179.08842269317157,279.064,1080.699,970.046,1261.721,1124.576,584.1618479826086,758.5324494806537,306.4761109100909,419.213898132562
2010-09,196.30846333674577,305.164,1179.194,1075.529,1399.176,1223.445,635.3058621338757,849.8815979340466,330.14199485539206,459.6345531465024
2010-10,203.34647373701875,315.947,1222.226,1105.754,1458.637,1269.147,658.7206911994259,899.6805892662665,340.25431956773275,475.2509317668479
2010-11,199.13415944708441,308.381,1193.558,1075.853,1344.749,1268.833,657.2120563033417,896.3867495681878,336.81242757013166,463.59241915927987
2010-12,213.93544904019026,330.636,1280.071,1151.385,1456.83,1352.688,700.1280300965866,951.8729820567162,354.30149458713396,496.878485583557
2011-01,216.80316388324394,335.581,1308.083,1119.079,1512.867,1381.055,715.9828314630564,968.8123286192238,363.9235506685756,500.3072940841217
2011-02,222.85793593798547,344.823,1351.647,1107.767,1559.612,1429.691,738.8631824449263,998.3027978715879,374.15735919588775,510.45357317619454
2011-03,222.59716513616615,343.64,1334.925,1170.87,1542.529,1428.966,738.0893614736781,997.8722449044845,377.0153518633757,514.7562589070659
2011-04,231.1483592321522,356.902,1388.62,1204.028,1657.043,1468.298,759.121498794791,1031.0512785079827,392.03538361801964,533.6231039711508
2011-05,225.3569045690915,347.896,1354.607,1167.972,1588.34,1446.467,748.8726351978112,1017.3304358242845,384.6678161057803,519.67968398931
2011-06,221.23397558329637,341.817,1331.182,1146.219,1554.629,1417.888,735.2001217780961,995.1632214034319,379.9106414068991,510.4853218555718
2011-07,217.33718377720393,335.896,1306.054,1137.731,1500.683,1388.395,719.4121216775205,989.0131905573558,371.6142980024878,502.6059375197262
2011-08,200.61805735939004,310.618,1211.224,1033.15,1346.723,1311.068,678.5559102131184,925.5327764468692,355.4038145170768,463.2007178722161
2011-09,180.62732694648597,280.639,1104.065,880.434,1197.082,1205.669,629.8613890721828,866.6665936668418,333.9774167116752,413.97409212693015
2011-10,200.0188447649752,310.434,1217.296,995.562,1341.106,1335.633,697.7119716974656,963.1897361078231,365.85396285658504,459.93334108022026
2011-11,193.6011836549676,300.447,1184.604,928.325,1275.982,1325.377,694.182445605897,940.2009232579852,368.6286950299746,441.9681653475575
2011-12,192.81683397762058,299.511,1182.595,916.387,1255.535,1331.569,700.1057403557796,934.7505519334259,373.8886603077186,439.73840770636616
2012-01,204.39032092125436,316.655,1240.894,1019.394,1312.83,1394.062,730.6184927378258,1009.630414296636,386.59945359180045,469.7417300654821
2012-02,214.27516412771658,331.927,1298.72,1079.443,1392.16,1451.008,760.2739055771242,1064.5460217540938,396.36657300359167,493.36605696504705
2012-03,215.11070026128013,333.297,1312.011,1041.447,1379.739,1486.824,784.0950467167144,1109.282358431622,404.3223134463233,491.6905144118826
2012-04,212.23840155647574,328.673,1293.991,1026.016,1339.215,1477.436,778.2163314484458,1093.0606293475503,404.37096674294645,484.7776830610414
2012-05,192.47075241544047,297.985,1177.645,906.296,1164.809,1377.186,729.4605135202909,1014.4743322760769,379.27136458376214,437.29658346092305
2012-06,201.2496116450461,312.111,1235.716,937.354,1253.978,1427.947,758.314311168859,1053.1216075612635,394.16378603338086,456.88682965005285
2012-07,203.3798340642046,316.024,1250.569,952.488,1266.904,1446.42,767.8672319743614,1054.7254721135926,398.098965078932,462.9439888810888
2012-08,207.59062040022206,322.137,1279.208,947.328,1318.957,1478.858,783.0428758114858,1100.4520368155636,400.61327659705455,469.6128477621975
2012-09,213.8447904411203,331.578,1311.504,1002.656,1355.94,1515.443,802.0208232389576,1118.1305504048096,411.21064000976054,486.14044504195135
2012-10,212.2289791739881,329.067,1301.522,995.326,1374.182,1487.946,786.1493045668825,1068.2561356535307,400.7852665983239,482.4842064386451
2012-11,214.49875471755772,332.642,1315.493,1007.022,1407.266,1491.992,788.3872489091278,1080.100415639103,398.6161603807509,487.81050692290256
2012-12,219.3729277125002,339.749,1338.5,1055.196,1445.76,1503.413,793.9597520674074,1083.4265796596353,401.0202847338552,500.78329406774253
2013-01,229.53611319082614,355.102,1405.466,1069.01,1528.576,1576.484,833.9976310354739,1127.4236617106355,424.1693021158282,520.2882344453404
2013-02,229.38357245812134,354.43,1405.18,1054.616,1483.21,1589.539,843.222185903234,1133.903768564859,430.1034502673578,518.1124503298255
2013-03,233.40081796466353,360.057,1434.515,1034.904,1475.459,1642.564,873.5678331857545,1172.4147385770423,446.14071845348866,522.7786131708385
2013-04,239.02903621760098,369.422,1476.139,1039.452,1529.218,1668.698,889.3669781567336,1194.3989570369022,454.13593740042114,534.0861254208443
2013-05,237.96787222230708,367.195,1471.933,1008.878,1522.273,1696.43,907.832737241332,1240.0106784143825,462.5752222776512,528.3080611040992
2013-06,230.60389831976,355.811,1433.548,940.33,1445.834,1665.527,894.2158802171075,1221.1158417430956,456.2719904570205,507.89529257501476
2013-07,241.7212910191962,372.49,1507.913,947.553,1551.478,1751.366,938.4456575439559,1301.1732896852782,474.3256807744541,527.5085611937816
2013-08,236.2247314620991,363.976,1472.738,929.536,1527.708,1701.445,909.0741670738396,1288.076770703827,453.233460587505,515.8858955538755
2013-09,248.49903993562222,382.07,1543.672,987.458,1636.096,1755.662,936.1186901515362,1353.2399767772959,463.00670648935005,542.9230319766375
2013-10,257.9927269393555,397.109,1602.86,1034.42,1705.042,1829.746,977.8656078133697,1406.4261891835722,475.739824105482,565.2410684286658
2013-11,261.2459954874427,402.047,1628.424,1018.284,1722.02,1872.721,1005.2942211808262,1456.7239737191871,492.28541165418295,568.9064136594164
2013-12,265.58716722436986,408.549,1661.069,1002.693,1759.199,1918.227,1028.981759788628,1498.5969360659503,507.2883191219933,574.2766497500759
2014-01,255.52024284280915,391.921,1598.456,936.527,1690.125,1850.014,992.3675985998237,1472.507966653388,480.42506484553513,547.7550791229527
2014-02,267.5373457403191,410.129,1675.4,966.421,1809.995,1932.077,1035.155542296482,1545.7911476470367,499.48618921036945,571.4572820930938
2014-03,267.88801116425,411.021,1673.874,994.653,1785.943,1943.353,1042.3314117492757,1506.6343919840936,503.6466138926829,576.1011173028137
2014-04,269.0311753530847,414.094,1687.742,995.283,1821.857,1955.841,1048.7946890615137,1476.3401070600833,507.4162282801919,579.5516730674925
2014-05,273.6127451729389,421.534,1715.184,1027.693,1825.265,1995.819,1070.8511351118461,1522.2891752282687,511.5882783509491,591.8096526699181
2014-06,278.97662739825097,428.746,1743.415,1050.778,1819.889,2040.579,1091.2597712991046,1581.693571117123,514.9371074703655,602.6163935395922
2014-07,274.3726475876154,423.043,1714.353,1065.775,1750.147,2011.268,1074.803758539587,1567.9116713799003,506.8794879808351,598.1648523432189
2014-08,280.20917689122496,431.549,1748.688,1087.88,1752.981,2084.944,1115.2758117577025,1643.4409109852545,523.2564027984911,610.272790065415
2014-09,269.8111958276672,416.85,1698.408,1005.326,1685.775,2041.657,1097.9736043258408,1612.2676497699083,521.5564661777777,584.0965716897686
2014-10,271.7249581085968,419.451,1708.092,1016.072,1640.216,2080.797,1123.448195720234,1661.5500651413938,532.1945035073782,588.3008918737019
2014-11,275.3528300253131,425.821,1739.497,1004.715,1681.087,2127.715,1151.0104116194786,1719.2786770504536,545.5898797556786,593.8997521342328
2014-12,270.49164463866435,417.12,1709.672,956.308,1608.146,2115.167,1146.1893037785867,1699.3360592927938,545.4316668857011,578.18755074497
2015-01,266.1255163210944,410.328,1677.537,961.605,1606.969,2045.773,1110.6106641459326,1663.164704467874,525.2914733678115,571.5409963625322
2015-02,280.58632684971553,432.474,1772.862,990.275,1705.441,2160.397,1171.5748721228056,1780.9578642820834,554.9071056002919,599.3873236245369
2015-03,276.2303848915917,424.758,1740.814,974.572,1654.0,2123.357,1151.1940301550292,1758.478531810002,543.9948405988151,588.9513591649949
2015-04,283.32263765591495,436.296,1778.4,1047.781,1717.7,2148.03,1161.0031470667584,1773.0246521138597,545.9656577358629,611.1250674101187
2015-05,282.7539841398384,434.515,1779.307,1004.218,1693.599,2163.956,1173.1836749394677,1819.170995008783,551.1729949697781,603.7207221774706
2015-06,275.99304271649834,423.509,1735.613,972.254,1638.879,2118.013,1148.5331243896655,1789.332579391142,539.202192028256,587.5780458399922
2015-07,277.33051171176675,426.781,1765.604,901.676,1689.051,2150.615,1171.207499138651,1840.0716040682219,541.3550705185155,581.8892322305582
2015-08,258.2392368379503,396.733,1645.43,818.73,1564.404,2015.189,1097.9123754951481,1713.853446865581,505.8000900892891,538.1066956215207
2015-09,248.3411513642082,381.651,1581.922,792.049,1490.225,1956.043,1068.8804637897044,1657.7538406485364,498.35359545396506,518.3075431995095
2015-10,266.909102021483,411.249,1705.803,847.839,1595.403,2110.347,1157.579497244023,1813.3296658221316,540.5496014456724,557.6722614356526
2015-11,264.85425866222545,407.197,1694.397,814.297,1563.655,2110.078,1158.1639233749386,1833.0354137480424,542.275000356756,548.4432663573022
2015-12,259.5863828746925,399.362,1662.794,794.139,1522.647,2064.967,1137.8610954999867,1796.7025249106428,533.2505908514021,537.2097443613401
2016-01,243.16291553980065,375.017,1562.178,742.371,1421.364,1955.63,1080.1313463750969,1655.5256523939597,503.9110391804729,503.94925440573604
2016-02,241.42817852613564,371.662,1547.174,740.327,1391.74,1950.331,1075.6721749962114,1635.432362997761,505.44726403281885,500.144850972061
2016-03,259.0676425199016,398.255,1648.118,836.803,1474.191,2083.44,1146.656980596373,1747.3447737198878,541.2091106286459,542.5398781019883
2016-04,262.6613901324736,403.34,1670.796,840.19,1501.566,2098.269,1149.752264481366,1713.4408518553964,543.918991663416,548.4243851162023
2016-05,262.4024019435574,402.574,1674.613,807.454,1481.2,2125.03,1167.3717609370933,1775.4035120069748,544.3339194093107,542.8909987093324
2016-06,259.98110430322754,399.29,1653.229,834.103,1411.935,2126.959,1168.4351446692522,1737.5922891160983,548.7036907395637,543.413509067528
2016-07,271.29458442200047,416.088,1721.788,873.471,1469.943,2204.502,1210.0428873640953,1852.2173149306614,564.0738289868003,566.8825767926681
2016-08,271.66715051874036,416.613,1719.524,893.678,1470.065,2202.618,1208.567551166168,1870.548972553015,563.1141516765027,570.2950984228252
2016-09,273.1625080854228,418.434,1725.665,903.46,1481.937,2202.763,1207.075633575689,1905.9920227251375,560.2763614835341,573.5934965591595
2016-10,267.67537091081334,411.015,1690.922,905.089,1432.148,2159.686,1183.6273698989282,1861.9088300807168,555.2045840490556,565.8200111052912
2016-11,270.1542214820134,413.43,1712.089,862.832,1398.608,2230.283,1224.0772692892901,1910.1829718710505,585.2306014591954,562.852934723178
2016-12,275.6278617303568,421.839,1751.219,862.275,1471.076,2268.166,1246.3564088781125,1931.510542306209,604.7862381699905,571.7487801043111
2017-01,282.9393758817567,433.128,1792.403,909.228,1501.03,2314.78,1268.646693337338,2014.635734888872,607.8920996594643,590.5009238144019
2017-02,290.27406400089643,444.503,1838.699,936.371,1514.946,2392.995,1315.8380161043376,2090.2187607651927,636.9079335730086,606.4657944255838
2017-03,293.0113934430404,448.866,1853.69,958.369,1570.108,2392.811,1315.3258957179912,2121.18406007944,632.3475536887858,614.2012538857688
2017-04,297.2835525947204,455.173,1878.276,977.959,1619.063,2411.482,1327.283798008738,2169.935270325286,640.8333102344735,623.6701402900156
2017-05,302.32630983849526,463.794,1911.74,1005.326,1685.152,2436.181,1342.6487687296683,2224.083153224515,642.9185881369187,636.6839992943321
2017-06,303.5774494374583,465.088,1916.426,1010.8,1663.221,2451.001,1349.1119780853792,2203.2363304360433,653.3534650792682,638.8164571584572
2017-07,311.58087205423215,477.583,1961.1,1066.233,1712.132,2500.546,1375.2157110053556,2277.7609756514194,669.9243953770701,659.7504639952447
2017-08,312.0601402661696,478.406,1959.743,1087.698,1708.239,2502.483,1375.96717427927,2306.65944552399,671.6681438729981,663.4154541311505
2017-09,318.23663931629153,486.879,2000.553,1081.722,1763.376,2552.442,1402.5274391466291,2330.807203593519,685.6532172029749,671.9925267983283
2017-10,324.44038687793176,496.625,2036.804,1119.079,1770.157,2604.156,1433.6469074003978,2413.9467625417165,715.4035126753718,687.4784387440475
2017-11,330.32300945803473,505.442,2077.36,1120.793,1771.139,2673.35,1473.907479906954,2466.440586209034,742.7961554631219,697.3764754749244
2017-12,335.3336796695545,513.026,2103.448,1158.454,1796.645,2702.777,1488.3983937795315,2476.9967112848894,756.4715571348618,710.5369482059073
2018-01,353.22907594440284,541.673,2213.238,1254.587,1892.978,2847.584,1572.014686764583,2659.303787530214,800.2384250617076,754.1865395570981
2018-02,337.9709281301409,518.079,2117.993,1195.193,1777.754,2731.802,1510.788846159335,2609.619464322905,765.9576947930587,720.7561608902449
2018-03,330.8830045685822,505.808,2066.845,1170.875,1750.542,2663.087,1470.1720455390277,2534.4276591080456,737.6169701981374,704.1726820935888
2018-04,333.3689855913945,509.694,2086.514,1164.428,1788.794,2673.593,1474.169112535329,2535.4394366807915,739.4543792785968,707.7003508050411
2018-05,333.7061540890593,508.769,2092.923,1120.71,1717.22,2731.809,1506.0234626704605,2670.2977363557306,747.1873246805876,701.2509055952269
2018-06,331.1697505869889,505.198,2089.301,1069.517,1702.612,2745.881,1513.3162853059641,2694.7612040678714,742.7674057878446,690.7916506280777
2018-07,339.9491191345669,519.818,2153.096,1087.456,1758.438,2839.435,1567.8282928844758,2752.705311459958,777.7699860114301,709.0325516026653
2018-08,342.43331754447615,522.881,2175.498,1055.96,1704.605,2919.825,1615.2758117577023,2909.773837052565,794.5901000851806,708.0358527428114
2018-09,342.38569631406585,524.253,2184.009,1047.908,1709.277,2928.184,1622.2122703664013,2887.1007338453396,809.6921670359122,708.3551476919879
2018-10,315.3513530031934,484.571,2021.982,955.924,1577.236,2720.398,1509.6252945065983,2621.4207328116618,768.6066695510979,652.9156426601085
2018-11,319.3128281917684,490.857,2041.359,994.717,1559.721,2764.442,1536.5862310562686,2630.261829201872,781.5424096187687,665.2444681223716
2018-12,295.79736275153937,455.662,1883.901,965.776,1486.401,2512.007,1395.5631183619214,2380.7963740694986,713.8801385094803,623.5189056528652
2019-01,319.59091580464604,491.194,2028.492,1049.927,1582.534,2721.121,1505.372167317124,2612.7520328078735,765.0540225674491,673.3165586914783
2019-02,327.9643579282982,503.481,2085.845,1050.951,1631.855,2805.238,1550.1252099007222,2702.7375153327007,793.0960733009132,686.839576826052
2019-03,330.5318298266791,508.548,2107.742,1058.127,1635.234,2848.858,1577.9100513819299,2773.347501139345,793.4841042612055,693.2937829374918
2019-04,340.8974691989956,524.844,2178.674,1079.235,1684.769,2958.181,1639.9432155261636,2904.6967284325488,813.8112603243499,713.7748525765016
2019-05,319.4887975511992,492.115,2046.246,997.998,1579.263,2768.359,1532.0714712384192,2674.255319661488,759.4038447012474,667.286366958547
2019-06,339.4515154756266,523.442,2178.347,1054.856,1682.619,2956.874,1637.6774090079095,2872.7089643711947,814.0270323155166,708.8463161631254
2019-07,340.07084612994737,524.35,2187.564,1037.009,1649.174,2995.635,1659.1770872337547,2933.4121147443366,822.1155532231725,707.3479312236774
2019-08,330.85244549024407,510.877,2138.521,984.334,1602.617,2937.972,1629.1598738455036,2857.1508912950117,808.0080696333871,685.46835971607
2019-09,337.15118085371876,520.651,2180.018,1000.996,1644.804,2986.248,1657.1507595161222,2870.2330439109273,823.7240407728374,698.2601089493139
2019-10,346.12383557178583,534.411,2233.526,1041.981,1695.378,3043.863,1691.009283541133,2975.3713628841006,827.6840246317773,718.8340580946284
2019-11,354.2729231286384,546.695,2292.259,1040.045,1718.095,3149.656,1748.5831403934274,3109.246267318205,858.4451013071165,731.6651475351049
2019-12,366.37075292475845,565.244,2358.468,1114.66,1784.164,3236.314,1798.5748157188884,3219.447153346279,873.3494469983523,762.2057583978658
2020-01,361.2857222892824,558.621,2342.414,1062.343,1738.442,3237.564,1795.646568976894,3283.4373982336815,864.7069718485542,747.841617932691
2020-02,331.26040918605895,512.757,2141.124,1005.516,1573.273,2969.393,1644.6138676166083,3074.0472701605986,777.5915706669334,690.8556798540935
2020-03,282.8209594531962,442.346,1852.727,848.577,1341.522,2574.501,1438.8409606606463,2762.863207891164,670.7213172491552,593.3694720825144
2020-04,313.61050417386076,489.169,2052.845,924.937,1417.463,2908.619,1621.3493583884517,3189.64815763407,745.0414991252194,654.2519421182459
2020-05,327.4272821265044,509.47,2147.882,930.354,1476.534,3050.714,1694.7670076498664,3405.048332089051,776.7882533369385,676.6035888535947
2020-06,337.3569453145293,524.908,2201.788,995.098,1533.793,3117.524,1725.931055385249,3609.174413590582,789.9403631021229,702.615824789352
2020-07,354.40050728070037,551.894,2304.982,1078.919,1590.316,3298.639,1821.032137321113,3855.4966130636253,808.77438894052,743.4223221781383
2020-08,375.340861052964,584.864,2455.512,1101.499,1652.282,3537.305,1948.6221474398399,4225.137942294076,870.0324756272162,782.0750517023467
2020-09,363.1533912937185,565.148,2367.27,1081.996,1596.249,3399.054,1872.181655951055,4007.000099206762,850.1912548239571,758.2474405040762
2020-10,355.0340988382457,550.995,2292.925,1103.458,1504.842,3305.896,1820.3862784899243,3915.1737946980666,811.0169233827879,746.090388821091
2020-11,399.575228811099,618.266,2583.143,1205.068,1758.874,3685.544,2016.160877563405,4377.014603541967,907.0184248211307,832.804545246683
2020-12,418.9779516249789,646.268,2690.044,1291.264,1840.218,3831.152,2091.0037111059314,4624.427595598198,936.6368065028059,874.800572481411
2021-01,417.97866976331994,642.907,2661.691,1329.566,1812.799,3791.439,2067.7169121369675,4689.8779537827895,917.5450496877021,876.1309159023566
2021-02,428.68657081302433,657.146,2726.91,1339.259,1854.479,3890.074,2121.666647412317,4733.530330660737,946.6098357510431,893.0744954741073
2021-03,438.8968682037883,673.288,2811.699,1316.425,1905.022,4033.239,2211.7072786197214,4753.092765330456,1009.3200500071015,907.9446205485467
2021-04,457.3731416260485,701.83,2938.764,1347.612,1983.157,4246.951,2327.656743428094,5009.931494774344,1036.6573451871452,943.1195566570645
2021-05,463.3622116623629,711.45,2975.701,1376.208,2056.969,4271.027,2340.4274057799744,4933.168149329609,1056.689712480086,957.4211630244814
2021-06,468.39962106742854,719.97,3017.222,1374.637,2026.342,4379.095,2392.4176825601126,5204.144083258344,1055.8653558866865,966.4447452852908
2021-07,470.30829016863515,724.209,3069.249,1277.805,2062.239,4473.093,2446.8405311753963,5264.685699619006,1069.1149515570214,957.686611073628
2021-08,481.2749247482696,741.271,3141.351,1308.67,2088.276,4593.354,2517.7754566848494,5475.1487499181485,1082.1290509267474,980.3748092275551
2021-09,461.3458218100142,709.512,3006.604,1253.097,1986.96,4375.904,2398.0069709805243,5184.276801319954,1035.7108174164755,938.4482996460504
2021-10,483.4733957757167,745.229,3174.725,1264.754,2074.043,4678.301,2563.8143726695157,5560.957649662599,1096.1703684239508,977.8000965930185
2021-11,470.0253640350207,726.531,3101.796,1212.418,1964.469,4616.592,2542.448296975459,5575.059113433187,1055.2902428398702,949.9383270602223
2021-12,488.17490997804833,754.828,3231.727,1232.008,2093.274,4794.856,2653.3318745332235,5613.551862689082,1112.0452099103597,982.3973475050283
2022-01,462.606638450451,717.375,3059.047,1208.232,1996.536,4529.794,2513.80598003845,5109.39334736536,1075.1250084145847,939.9651651893414
2022-02,451.50325199525315,698.02,2977.954,1171.31,1937.557,4397.479,2434.971787847878,4934.122636639795,1037.2005407150466,913.905499836219
2022-03,459.6882464691531,711.558,3053.07,1141.787,1927.37,4549.701,2522.07873579114,5102.446684030405,1061.2465061262287,923.131638229619
2022-04,422.57500980437095,653.667,2795.615,1076.19,1807.598,4137.644,2300.244983279297,4425.776500962174,1009.1872396568597,852.7299561897905
2022-05,421.78021910859167,652.814,2791.013,1077.666,1808.413,4124.91,2300.3673050276275,4334.908187755258,1009.5823235520432,852.0982085737993
2022-06,384.7319204852781,596.774,2546.185,1000.668,1626.389,3773.127,2107.320480941932,3957.2083786571,941.8070859432243,781.5114656052914
2022-07,411.7415618744938,637.717,2746.365,993.782,1705.594,4112.245,2299.3319193845314,4445.888011114661,1005.1451907165147,822.9075701929761
2022-08,396.40905363627564,613.107,2627.321,994.114,1595.205,3944.017,2201.7479777836525,4239.755894425609,964.2999711830827,798.0212053835156
2022-09,357.45921636336783,553.371,2378.645,875.786,1454.897,3574.487,1996.1142457946803,3794.624920694815,879.0742783872597,716.6520914834662
2022-10,379.1989446931614,586.374,2547.716,848.163,1558.116,3851.795,2155.53074387253,3942.6443879961134,1001.7122045434797,745.5280457044465
2022-11,407.46965738179995,630.918,2720.889,972.285,1732.532,4054.523,2271.39675806593,4114.818621350128,1058.5356687613037,813.7311501640489
2022-12,391.3415944708441,605.382,2602.685,956.378,1731.581,3812.318,2137.449143034218,3755.4646610402783,1014.3908711114252,784.991519476599
2023-01,419.90847556037704,648.365,2784.995,1031.497,1880.6,4063.422,2269.4427360928667,4156.637709826135,1043.1202243729854,841.9790909160433
2023-02,407.7576766951375,629.023,2714.571,964.006,1866.318,3955.694,2210.1819264180317,4110.34787847544,999.3787589658754,810.5480942752741
2023-03,416.71377857910466,646.762,2791.438,990.284,1902.85,4082.801,2287.6523670277647,4385.328173997711,1018.2742887873502,833.2428421814944
2023-04,421.33380190586786,654.997,2835.928,977.046,1971.686,4133.828,2321.1489545907693,4387.003782777925,1043.4911609317614,839.1974043694066
2023-05,415.223004874173,646.375,2800.557,958.527,1843.051,4141.318,2326.9108525893816,4641.29511033303,1007.077455794199,827.0987424791196
2023-06,438.74458213006966,682.841,2966.724,989.475,1928.433,4411.444,2477.5258931356434,4947.226163604434,1052.9608616654234,869.4624091722523
2023-07,455.05217962626244,707.109,3064.297,1046.912,1985.863,4558.463,2554.673404329782,5147.477180802243,1088.2128647474965,904.6206729701646
